1950.0, 312.5500
1953.0, 312.0600
1954.0, 311.6800
1955.0, 313.4900
1955.0, 313.8000
1957.0, 314.0400
1959.5, 315.8100
1960.5, 316.6800
1961.5, 317.3800
1962.5, 318.0400
1963.5, 318.6500
1964.5, 319.1600
1965.5, 319.7200
1966.5, 321.0600
1967.5, 321.7500
1968.5, 322.5300
1969.5, 323.8700
1970.5, 325.0000
1971.5, 325.7200
1972.5, 326.7400
1973.5, 328.6500
1974.5, 329.3600
1975.5, 330.3400
1976.5, 331.4000
1977.5, 332.9700
1978.5, 334.6100
1979.5, 335.9400
1980.5, 337.8500
1981.5, 339.1100
1982.5, 340.2800
1983.5, 341.9800
1984.5, 343.4800
1985.5, 344.7700
1986.5, 346.1600
1987.5, 347.8500
1988.5, 350.0400
1989.5, 351.5600
1990.5, 352.8400
1991.5, 354.2400
1992.5, 355.1800
1993.5, 355.9700
1994.5, 357.5800
1995.5, 359.5200
1996.5, 361.2600
1997.5, 362.4300
1998.5, 365.1400
1999.5, 366.9600
2000.5, 368.2500
2001.5, 369.6500
2002.5, 371.8700
2003.5, 374.2200
2004.5, 376.0100
2005.5, 378.1600
2006.5, 380.2000
2007.5, 382.0700
2008.5, 383.9900
2009.5, 385.7400
2010.5, 388.0000
2011.5, 389.8500
2012.5, 392.0200
2013.5, 394.7800
2014.5, 396.8900
2015.5, 399.1900
2016.5, 402.4100
2017.5, 404.5400
2018.5, 406.9000
2019.5, 409.5300
2020.5, 411.9900
2021.5, 414.1000
